date,open,high,low,close,volume,index_close,ma_index,ma_stock,volatility,vol_ma,regime,ma,std,upper,lower,signal,suggested_t_pos,benchmark_nav,amplitude,t_profit,win_rand,stock_ret,strategy_daily_ret,strategy_nav
2024-02-28,1582.6,1590.25,1567.69,1575.23,31867,3450.26,3349.12845,1557.6725000000001,0.01472037584315899,35155.3,Low-Liquidity,1557.6725000000001,41.81163044882931,1641.2957608976587,1474.0492391023415,0,0.0,1.011682423059138,0.014249801033363195,0.0,0.06505159298527952,-0.005021538927980407,-0.005021538927980407,1.011682423059138
2024-02-29,1575.23,1590.18,1572.88,1588.68,24758,3516.083,3361.07715,1561.1225,0.014781147470231537,34732.4,Low-Liquidity,1561.1225,41.35597797747844,1643.8344559549569,1478.410544045043,0,0.0,1.0203206083337615,0.01098252318709011,0.0,0.9488855372533332,0.008538435657015286,0.008538435657015286,1.0203206083337617
2024-03-01,1583.68,1588.65,1570.36,1578.74,26868,3537.804,3370.8214,1563.4755,0.014839092744951552,34515.5,Low-Liquidity,1563.4755,40.929210194007666,1645.3339203880153,1481.6170796119848,0,0.0,1.0139367004058983,0.011512702369262651,0.0,0.9656320330745594,-0.006256766623863874,-0.006256766623863874,1.0139367004058986
2024-03-04,1572.68,1574.67,1563.73,1569.98,26485,3540.869,3381.1737999999996,1565.4245,0.014920107799708263,34492.0,Low-Liquidity,1565.4245,40.223378312801316,1645.8712566256027,1484.9777433743975,0,0.0,1.0083106407028721,0.00692957675108001,0.0,0.8083973481164611,-0.005548728733040242,-0.005548728733040242,1.0083106407028724
2024-03-05,1564.49,1590.68,1560.36,1588.78,36238,3565.514,3394.2515,1567.6795,0.015032657645940679,34732.85,Risk-On,1567.6795,40.20437178048125,1648.0882435609624,1487.2707564390375,0,0.2,1.0203848327595952,0.01931234792799919,0.0,0.3046137691733707,0.011974674836622068,0.011974674836622068,1.0203848327595952
2024-03-06,1584.68,1588.68,1571.7,1574.23,22142,3551.048,3409.55195,1571.057,0.014041666947605445,34296.65,Low-Liquidity,1571.057,37.560658743732915,1646.1783174874658,1495.9356825125342,0,0.0,1.0110401788008017,0.010687445713062864,0.0,0.09767211400638387,-0.009157970266493787,-0.009157970266493787,1.0110401788008017
2024-03-07,1573.68,1583.48,1571.68,1577.31,21599,3529.72,3425.2703500000002,1574.993,0.013926480823019893,33894.15,Low-Liquidity,1574.993,33.46879978349049,1641.9305995669808,1508.055400433019,0,0.0,1.0130182911164773,0.007495728070231132,0.0,0.6842330265121569,0.001956512072568861,0.001956512072568861,1.0130182911164776
2024-03-08,1574.24,1580.36,1563.73,1565.11,22156,3544.91,3441.6303,1578.063,0.014116288450039571,33677.7,Low-Liquidity,1578.063,29.119499905335758,1636.3019998106715,1519.8240001893287,0,0.0,1.005182911164774,0.010543266700902094,0.0,0.4401524937396013,-0.007734687537643281,-0.007734687537643281,1.0051829111647743
2024-03-11,1568.68,1592.56,1566.86,1588.17,29895,3589.264,3462.1121,1582.9875,0.014116598487071348,33203.35,Low-Liquidity,1582.9875,20.41225505863962,1623.8120101172792,1542.1629898827207,0,0.0,1.01999306376201,0.01642057107807122,0.0,0.12203823484477883,0.014733788679390125,0.014733788679390125,1.0199930637620103
2024-03-12,1587.62,1642.78,1584.18,1638.68,54227,3597.494,3481.9656999999997,1588.7369999999999,0.014891360356068214,33258.2,Risk-On,1588.7369999999999,18.974871222086144,1626.686742444172,1550.7872575558276,0,0.2,1.052432821250578,0.03689781320639472,0.0,0.4951769101112702,0.03180390008626288,0.03180390008626288,1.0524328212505785
2024-03-13,1633.65,1641.68,1613.78,1621.13,26500,3572.361,3494.9991500000006,1591.3094999999998,0.013841088554093677,31959.6,Low-Liquidity,1591.3094999999998,19.72795384460222,1630.7654076892043,1551.8535923107954,0,0.0,1.0411614345167755,0.017025898894232,0.0,0.034388521115218396,-0.010709839627016882,-0.010709839627016882,1.041161434516776
2024-03-14,1612.68,1628.52,1605.18,1610.31,19405,3562.223,3505.9288,1591.5915,0.013067335967813471,30299.8,Low-Liquidity,1591.5915,19.96783816013873,1631.5271763202775,1551.6558236797225,0,0.0,1.0342123516415762,0.014397364801095481,0.0,0.9093204020787821,-0.006674356775829282,-0.006674356775829282,1.0342123516415767
2024-03-15,1606.18,1626.08,1605.68,1611.17,17834,3569.993,3516.1819500000006,1592.166,0.013043325304187437,28853.65,Low-Liquidity,1592.166,20.373963622335005,1632.91392724467,1551.4180727553298,0,0.0,1.0347646817037457,0.012668368202395728,0.0,0.2587799816000169,0.0005340586595128372,0.0005340586595128372,1.034764681703746
2024-03-18,1608.68,1613.53,1592.68,1601.94,26055,3603.528,3526.16795,1592.8075000000001,0.013019800374959182,28307.55,Low-Liquidity,1592.8075000000001,20.474414039556255,1633.7563280791126,1551.8586719208877,0,0.0,1.0288367671993013,0.012940906297907675,0.0,0.662522284353982,-0.005728756121327949,-0.005728756121327949,1.0288367671993015
2024-03-19,1596.68,1613.62,1586.79,1601.7,23948,3577.63,3534.5067500000005,1594.7085,0.012432734953419811,27781.45,Low-Liquidity,1594.7085,19.362498010601563,1633.4334960212032,1555.9835039787968,0,0.0,1.0286826285773005,0.016748442513452394,0.0,0.31171107608941095,-0.0001498183452564028,-0.0001498183452564028,1.0286826285773008
2024-03-20,1597.04,1607.36,1593.91,1603.28,15249,3585.384,3540.9323999999992,1594.3055,0.010363261796151418,26236.2,Low-Liquidity,1594.3055,19.0799369619951,1632.4653739239902,1556.1456260760096,0,0.0,1.0296973745054718,0.008397327839170767,0.0,0.5200680211778108,0.000986451894861684,0.000986451894861684,1.029697374505472
2024-03-21,1601.78,1612.68,1598.18,1602.68,16596,3581.09,3545.6531500000006,1593.8365000000001,0.010362189859915731,25926.3,Low-Liquidity,1593.8365000000001,18.73267150841351,1631.3018430168272,1556.371156983173,0,0.0,1.0293120279504702,0.009043959882241406,0.0,0.5467102793432796,-0.0003742328227134273,-0.0003742328227134273,1.0293120279504702
2024-03-22,1598.71,1602.67,1581.68,1595.03,25456,3545.002,3548.4161499999996,1593.1995000000002,0.010398847081580306,25833.8,Risk-Off,1593.1995000000002,18.448382178392258,1630.0962643567848,1556.3027356432156,0,0.8,1.0243988593741973,0.013096812838495526,0.0,0.18485445552552704,-0.004773254798213,-0.004773254798213,1.0243988593741973
2024-03-25,1592.22,1592.45,1574.26,1582.69,24473,3525.763,3552.03635,1592.901,0.010195918897407385,25691.55,Risk-Off,1592.901,18.573571745047893,1630.0481434900958,1555.7538565099044,0,0.8,1.016473565226327,0.011404174216158977,0.0,0.9695846277645586,-0.0077365316012864005,-0.0077365316012864005,1.016473565226327
2024-03-26,1581.14,1606.48,1581.14,1602.97,28069,3543.747,3554.48435,1593.8905,0.010560050782915942,25991.0,Risk-Off,1593.8905,18.555575832447413,1631.0016516648948,1556.7793483351052,0,0.8,1.0294982787853877,0.016010715933000092,0.0,0.7751328233611146,0.012813627431777608,0.012813627431777608,1.029498278785388
2024-03-27,1598.68,1605.68,1592.68,1594.68,18113,3502.787,3557.1107,1594.863,0.010564364224020338,25303.3,Risk-Off,1594.863,18.028300004511127,1630.9196000090224,1558.8063999909778,0,0.8,1.0241740738837795,0.00810994591289918,0.0,0.9394989415641891,-0.005171650124456417,-0.005171650124456417,1.02417407388378
2024-03-28,1588.68,1611.68,1586.88,1595.32,24642,3520.965,3557.3548,1595.1950000000002,0.01040065325098899,25297.5,Risk-Off,1595.1950000000002,17.969487735428338,1631.1339754708567,1559.2560245291436,0,0.8,1.0245851102091148,0.015551709433867581,0.0,0.8948273504276488,0.00040133443700285376,0.00040133443700285376,1.024585110209115
2024-03-29,1595.32,1604.67,1591.78,1596.58,13457,3537.484,3557.3388,1596.087,0.010287029495535706,24626.95,Risk-Off,1596.087,17.547507275364623,1631.1820145507293,1560.9919854492707,0,0.8,1.0253943379746184,0.008079883659704698,0.0,0.5978999788110851,0.0007898101948198288,0.0007898101948198288,1.0253943379746189
2024-04-01,1603.67,1627.68,1602.38,1615.01,27131,3595.647,3560.0776999999994,1598.3385,0.010456880381382674,24659.25,Risk-On,1598.3385,16.898309873445292,1632.1351197468907,1564.5418802531094,0,0.2,1.037230899655757,0.015846371619336302,0.0,0.9218742350231168,0.011543424068947372,0.011543424068947372,1.0372308996557575
2024-04-02,1615.68,1618.67,1598.73,1607.67,25449,3580.676,3560.8358,1599.283,0.010233188489515127,24119.8,Risk-On,1599.283,16.863812111957415,1633.0106242239146,1565.5553757760852,0,0.2,1.0325168267995686,0.012346672776019996,0.0,0.0884925020519195,-0.004544863499297169,-0.004544863499297169,1.032516826799569
2024-04-03,1627.68,1633.12,1603.7,1608.79,29046,3567.803,3561.6735500000004,1601.011,0.009970443804032057,24465.0,Risk-On,1601.011,15.904957155091612,1632.8209143101833,1569.2010856898166,0,0.2,1.0332361403689052,0.018299775451429613,0.0,0.1959828624191452,0.0006966603842828434,0.0006966603842828434,1.0332361403689057
2024-04-08,1588.68,1589.68,1556.28,1560.34,59167,3536.408,3562.00795,1600.1625,0.012168051453485543,26343.4,Risk-Off,1600.1625,17.59841406580758,1635.359328131615,1564.9656718683848,1,0.8,1.0021194060525098,0.020760944560819058,0.003982626694596574,0.045227288910538066,-0.030115801316517365,-0.02613317462192079,1.0062343998869656
2024-04-09,1554.35,1566.68,1552.13,1555.9,25590,3533.487,3561.4368000000004,1599.702,0.01206309199380905,26515.1,Risk-Off,1599.702,18.652824422789205,1637.0076488455784,1562.3963511544216,1,0.8,0.9992678415454966,0.009324890728943663,0.0012379737749464788,0.32533033076326434,-0.0028455336657393637,-0.001607559890792885,1.0046168178249713
2024-04-10,1555.95,1558.67,1538.68,1541.66,27631,3504.709,3557.2090500000004,1597.3765,0.011680387206684364,26401.9,Risk-Off,1597.3765,22.6394590959661,1642.6554181919323,1552.0975818080678,1,0.8,0.9901222833067873,0.012847869400347071,0.002083488656083297,0.388677289689482,-0.009152259142618413,-0.007068770486535116,0.9975154121128533
2024-04-11,1533.79,1543.68,1528.37,1541.68,22766,3504.245,3552.5466,1592.5265000000002,0.008705309706445917,24828.85,Risk-Off,1592.5265000000002,23.691024344120294,1639.9085486882407,1545.1444513117597,1,0.8,0.990135128191954,0.009930853755043377,0.0013834049012104105,0.2713490317738959,1.297302907254938e-05,0.00139637793028296,0.9989083206194449
2024-04-12,1544.68,1557.68,1527.71,1527.71,26744,3475.839,3547.7204999999994,1587.8555000000001,0.008636103800742043,24841.05,Risk-Off,1587.8555000000001,26.764746741897277,1641.3849934837947,1534.3260065162056,1,0.8,0.9811629759029955,0.01943983187172437,-0.004110373099475899,0.8287375091519293,-0.009061543251517867,-0.013171916350993768,0.9857507837779339
2024-04-15,1528.69,1569.29,1528.66,1566.66,35818,3549.076,3547.0631499999995,1585.673,0.010660198491295094,25661.7,Risk-On,1585.673,26.61663530081973,1638.9062706016396,1532.4397293983604,0,0.2,1.0061783897651955,0.026595361685136498,0.0,0.3567533266935893,0.025495676535468137,0.025495676535468137,1.0108831669057203
2024-04-16,1559.17,1573.24,1552.68,1563.68,26266,3511.115,3544.1192499999997,1583.2985,0.010651825192734674,26083.3,Risk-Off,1583.2985,26.339174601422215,1635.9768492028445,1530.6201507971557,0,0.8,1.0042645018753533,0.013123460099830177,0.0,0.28093450968738076,-0.0019021357537691852,-0.0019021357537691852,1.0089603298910654
2024-04-17,1561.68,1568.88,1551.68,1560.68,24819,3565.403,3542.2129999999997,1581.2355,0.010605068736164944,26021.5,Low-Liquidity,1581.2355,26.417958300925953,1634.071416601852,1528.399583398148,0,0.0,1.0023377691003443,0.010999693031822397,0.0,0.5426960831582485,-0.0019185511102015607,-0.0019185511102015607,1.0070245879300035
2024-04-18,1552.69,1576.66,1551.86,1564.46,26568,3569.802,3541.8216,1579.3735000000001,0.010634666243206036,26152.5,Risk-On,1579.3735000000001,26.211229669541577,1631.7959593390833,1526.951040660917,0,0.2,1.0047654523968557,0.015890509265192213,0.0,0.14092422497476265,0.0024220211702590255,0.0024220211702590255,1.0094636228009413
2024-04-19,1554.46,1562.18,1534.96,1540.32,23500,3541.662,3539.6355000000003,1576.2255,0.011087310232039526,26565.05,Low-Liquidity,1576.2255,26.9590329506003,1630.1435659012006,1522.3074340987994,0,0.0,0.9892616760006165,0.01739897472610359,0.0,0.8021969807540397,-0.015430244301548157,-0.015430244301548157,0.9938873524875969
2024-04-22,1547.68,1572.56,1538.68,1568.74,29951,3530.905,3537.12625,1574.5285,0.011989792206584738,27232.8,Risk-Off,1574.5285,26.26544222978712,1627.0593844595742,1521.9976155404256,0,0.8,1.0075142578225351,0.02199542952113839,0.0,0.07455064367977082,0.018450711540459075,0.018450711540459075,1.012225281332056
2024-04-23,1568.68,1588.68,1568.68,1585.96,24980,3506.225,3535.1874000000003,1574.075,0.012243569935361895,27209.0,Risk-Off,1574.075,25.969465977525655,1626.0139319550512,1522.1360680449488,0,0.8,1.0185737039510867,0.012749085253133088,0.0,0.9868869366005173,0.010976962402947654,0.010976962402947654,1.0233364401885512
2024-04-24,1590.66,1593.59,1577.01,1587.28,17086,3521.622,3534.9803499999994,1574.3045,0.012115728382553403,26839.65,Risk-Off,1574.3045,26.069694540232362,1626.4438890804647,1522.1651109195352,0,0.8,1.0194214663720906,0.010454235920199707,0.0,0.7722447692966574,0.0008323034628867632,0.0008323034628867632,1.0241881666514183
2024-04-25,1584.01,1589.28,1575.93,1586.72,14476,3530.281,3534.3070499999994,1573.492,0.01174722035261419,26160.0,Risk-Off,1573.492,25.37319464150613,1624.238389283012,1522.7456107169878,0,0.8,1.0190618095874224,0.00841061438435557,0.0,0.1987156815341724,-0.00035280479814525645,-0.00035280479814525645,1.0238268281520202
2024-04-26,1587.68,1607.68,1587.66,1603.11,30996,3584.269,3538.3811499999997,1573.9135,0.0119288229266785,26804.15,Risk-On,1573.9135,25.809955703584993,1625.5334114071702,1522.29358859283,0,0.2,1.0295881929815547,0.012617222950489048,0.0,0.005522117123602399,0.010329484723202498,0.010329484723202498,1.0344024317326213
2024-04-29,1590.63,1621.68,1587.5,1597.68,41332,3623.912,3543.5284999999994,1574.0315,0.011957698636073735,27638.65,Risk-On,1574.0315,25.91814265498548,1625.867785309971,1522.1952146900292,0,0.2,1.0261008066587884,0.02132105719507711,0.0,0.8154614284548342,-0.003387166195707003,-0.003387166195707003,1.0308987387830995
2024-04-30,1598.69,1623.56,1598.68,1598.68,30760,3604.394,3546.874,1574.1365,0.011957287422722354,28503.8,Risk-On,1574.1365,26.018359363098522,1626.173218726197,1522.099781273803,0,0.2,1.026743050917125,0.015572580241349884,0.0,0.7068573438476171,0.0006259075659706959,0.0006259075659706959,1.0315439861034534
2024-05-06,1627.65,1658.68,1620.68,1653.88,59909,3657.877,3549.9855000000002,1576.08,0.014035591537562961,30142.7,Risk-On,1576.08,30.32714989992641,1636.7342997998528,1515.425700200147,0,0.2,1.0621949339772903,0.023769609928190757,0.0,0.7290071680409873,0.03452848600095071,0.03452848600095071,1.0671616381869915
2024-05-07,1659.47,1671.48,1650.36,1663.68,24925,3659.008,3553.9021000000002,1578.8805,0.014002002729868455,30116.5,Low-Liquidity,1578.8805,35.536460368560896,1649.9534207371219,1507.807579262878,0,0.0,1.0684889277089864,0.012769971219193724,0.0,0.7712703466859457,0.0059254601301181875,0.0059254601301181875,1.0734850619264602
2024-05-08,1663.37,1663.65,1649.35,1657.65,14769,3630.223,3557.0231,1581.3235,0.014053274829969742,29402.65,Low-Liquidity,1581.3235,39.19227317442736,1659.7080463488546,1502.9389536511453,0,0.0,1.0646161948312183,0.008595402962108206,0.0,0.07404465173409036,-0.003624495095210567,-0.003624495095210567,1.069594220584726
2024-05-09,1651.68,1658.66,1643.68,1649.68,22387,3664.561,3563.4307500000004,1585.7905,0.012043833790455052,27563.65,Low-Liquidity,1585.7905,41.68672216665643,1669.1639443333129,1502.4170556666872,0,0.0,1.0594975080922777,0.00903688957258771,0.0,0.3584657285442726,-0.004808011341356777,-0.004808011341356777,1.064451599441505
2024-05-10,1654.78,1661.56,1627.67,1632.66,26207,3666.277,3570.0702499999998,1589.6285,0.012342173864778391,27594.5,Low-Liquidity,1589.6285,42.31870088979594,1674.265901779592,1504.991098220408,0,0.0,1.0485665108153934,0.02054337810969392,0.0,0.11586905952512971,-0.010317152417438469,-0.010317152417438469,1.0534694900490806
2024-05-13,1625.7,1626.34,1594.9,1599.68,37662,3664.691,3578.0693499999993,1592.5295,0.013113439962422934,28096.05,Risk-On,1592.5295,40.819445891569394,1674.168391783139,1510.8906082168612,0,0.2,1.0273852951754612,0.01925691815809772,0.0,0.8631034258755935,-0.02020016414930237,-0.02020016414930237,1.0321892334238074
2024-05-14,1599.67,1606.95,1593.69,1595.66,21274,3657.045,3585.7093499999996,1595.2285,0.013145000092049755,28021.45,Volatile,1595.2285,39.0254656771168,1673.2794313542336,1517.1775686457663,0,0.5,1.024803473256949,0.008289157831566307,0.0,0.6232981268275579,-0.00251300260052012,-0.00251300260052012,1.0295953391959844
2024-05-15,1596.26,1601.68,1592.27,1593.68,15739,3626.056,3593.2202000000007,1598.527,0.012919159592643902,27471.2,Volatile,1598.527,35.66127224167384,1669.8495444833477,1527.2044555166524,0,0.5,1.0235318296254432,0.005897246280536005,0.0,0.3308980248526492,-0.0012408658486143809,-0.0012408658486143809,1.0283177495016835
2024-05-16,1598.68,1603.56,1583.68,1598.18,29680,3640.359,3597.7843500000004,1600.103,0.011704575056908945,27164.3,Risk-On,1600.103,34.86646678853242,1669.835933577065,1530.3700664229352,0,0.2,1.0264219287879568,0.012474273379850334,0.0,0.06355835028602363,0.0028236534310526196,0.0028236534310526196,1.0312213624432762
2024-05-17,1593.69,1610.26,1593.68,1608.68,28924,3677.97,3606.1271,1602.353,0.011744929284353752,27297.2,Risk-On,1602.353,33.82884133865423,1670.0106826773085,1534.6953173226916,0,0.2,1.0331654935004881,0.010374300767122556,0.0,0.3109823217156622,0.006569973344679569,0.006569973344679569,1.0379964593069928
2024-05-20,1611.67,1626.67,1601.79,1602.68,31426,3690.962,3612.4050500000003,1604.453,0.011779482957465986,27627.55,Risk-On,1604.453,32.37826400534867,1669.2095280106973,1539.6964719893026,0,0.2,1.0293120279504702,0.015466096426884221,0.0,0.32518332202674705,-0.003729766019345049,-0.003729766019345049,1.0341249753848691
2024-05-21,1601.68,1603.41,1591.84,1598.68,16293,3676.161,3617.7229999999995,1606.1640000000002,0.011808189400504257,27113.8,Low-Liquidity,1606.1640000000002,31.029718081390754,1668.2234361627818,1544.1045638372186,0,0.0,1.026743050917125,0.007219157910500014,0.0,0.7296061783380641,-0.002495819502333574,-0.002495819502333574,1.0315439861034534
